|name        |t90     |t90_error|fluence   |fluence_error|flux_1024  |flux_1024_error|flux_64     |flux_64_error|
|GRB130112286|  35.328|    1.846|2.6135e-06|   4.6856e-08|     5.6954|         0.2385|      9.6360|       1.1169|
|GRB130112353|   2.048|    1.557|1.2393e-06|   2.9823e-08|     4.4249|         0.2520|      8.5988|       1.1744|
|GRB130114019|   8.704|    1.846|1.1132e-06|   7.5281e-08|     3.0282|         0.2184|      4.9167|       1.0445|
|GRB130115716|  13.568|    1.846|2.7183e-06|   3.2105e-08|     3.4430|         0.2419|      5.6173|       1.0955|
|GRB130116415|  66.816|    6.085|9.2714e-07|   3.4770e-08|     1.6030|         0.2458|      5.1873|       1.4854|
|GRB130117087|  78.848|    2.636|2.8491e-06|   3.5373e-08|     1.7267|         0.2097|      4.2898|       1.2669|
|GRB130118482|  21.568|   14.999|8.2779e-07|   3.7667e-08|     1.4660|         0.2347|      3.2652|       1.0419|
|GRB130121835| 178.691|    1.145|4.3448e-05|   1.1117e-07|    22.7592|         0.5922|     31.7440|       2.5020|
|GRB130123843|  22.016|    1.448|1.4887e-06|   3.3363e-08|     4.1217|         0.2743|      5.7087|       1.2523|
|GRB130127299|  19.456|    2.721|1.0219e-06|   5.8943e-08|     1.6716|         0.2331|      3.3992|       1.1358|
|GRB130127743|   0.144|    0.804|2.3203e-07|   1.1280e-08|     0.7940|         0.1188|      7.3089|       0.8818|
|GRB130131511| 147.459|    1.145|3.9205e-05|   7.1551e-08|     7.6763|         0.3549|     11.4081|       1.6807|
|GRB130204484|   0.192|    0.091|2.8086e-07|   1.0940e-08|     1.1248|         0.1820|      9.1210|       1.0194|
|GRB130206482|  11.264|    1.950|7.1626e-06|   6.0838e-08|    14.5905|         0.2860|     16.7641|       1.2021|
|GRB130206817|  91.585|   12.332|2.5681e-06|   7.0511e-08|     2.1378|         0.2412|      5.7214|       1.6584|
|GRB130208684|  41.472|    2.360|2.2549e-06|   5.0101e-08|     2.0594|         0.1810|      3.6576|       0.9030|
|GRB130209961|   9.790|    0.408|6.1237e-06|   1.8749e-08|     7.8914|         0.2794|     13.4113|       1.3512|
|GRB130213905|  15.360|    6.557|9.8741e-07|   4.9718e-08|     2.0156|         0.2556|      3.8200|       1.2462|
|GRB130214137|  96.768|    5.443|1.5855e-06|   1.0737e-07|     1.4337|         0.1835|      3.1059|       1.1515|
|GRB130214800|  13.760|    1.639|5.9829e-06|   9.1046e-08|     8.2797|         0.2774|     10.3461|       1.3573|
|GRB130215063| 143.746|   13.029|1.8583e-05|   3.2686e-07|     3.4703|         0.2776|      5.1790|       1.1519|
|GRB130215649|  58.113|    1.557|2.1492e-05|   6.0381e-08|     8.4631|         0.4399|     10.8634|       2.2843|
|GRB130216790|  12.992|    1.280|4.8866e-06|   3.5670e-08|    15.2547|         0.4161|     20.2649|       1.9880|
|GRB130216927|   6.592|    0.345|5.9199e-06|   6.0640e-08|     9.1957|         0.2901|     12.5672|       1.2494|
|GRB130217688|  14.848|    2.202|1.1003e-06|   5.4501e-08|     4.5368|         0.3142|      6.9795|       1.3480|
|GRB130218261|  37.121|    3.665|9.4331e-06|   1.0626e-07|     8.0549|         0.5164|     11.6016|       2.6622|
|GRB130219197| 168.003|    2.172|3.1857e-05|   1.0252e-07|     4.5757|         0.2455|      6.5540|       2.4275|
|GRB130219626|   1.536|    1.405|2.0271e-07|   1.9771e-08|     1.0430|         0.1995|      6.4731|       1.1268|
|GRB130219775|  96.129|    0.405|2.8469e-05|   7.3336e-08|    15.0267|         0.3680|     17.1057|       1.6187|
|GRB130220964|   6.400|    0.810|7.2350e-06|   4.5829e-08|    25.2657|         0.3736|     28.4243|       1.5359|
|GRB130224370|  70.913|    4.291|4.9616e-06|   5.9366e-08|     3.9561|         0.2218|      5.9558|       1.0925|
|GRB130228111| 107.778|    1.448|8.2787e-06|   5.6910e-08|     5.1584|         0.3087|      8.1573|       1.2699|
|GRB130228212|  15.677|    0.627|1.6586e-05|   6.5402e-08|    26.7766|         0.9993|     37.3195|       4.5447|
|GRB130304410|  67.841|    2.862|3.7015e-05|   9.1510e-08|     9.6894|         0.5675|     16.5350|       3.7739|
|GRB130304658|  23.296|    4.382|1.6196e-06|   4.0795e-08|     2.5844|         0.3134|      4.9660|       1.6088|
|GRB130305486|  25.600|    1.557|4.6490e-05|   7.1830e-08|    26.7696|         0.3759|     30.1015|       1.5429|
|GRB130305526| 118.528|   15.691|1.5196e-06|   4.6084e-08|     1.0835|         0.1974|      3.5549|       0.9040|
|GRB130306991| 120.578|    5.515|1.2460e-04|   7.1963e-07|    29.4166|         1.6184|     42.0991|       8.1052|
|GRB130307126|   0.384|    0.091|4.7880e-07|   6.8138e-09|     3.6057|         0.1712|      9.9317|       1.1452|
|GRB130307238|  63.488|    1.846|3.9719e-06|   5.8536e-08|     2.4325|         0.2842|      5.2373|       1.6658|
|GRB130310840|  16.000|    2.561|1.1295e-05|   6.7067e-08|    39.2867|         0.4466|    172.8250|       3.3637|
|GRB130314147| 142.851|    2.360|1.4603e-05|   4.6685e-08|     4.7954|         0.2590|      7.4888|       1.3621|
|GRB130318456| 121.088|    1.448|3.1980e-06|   4.8684e-08|     3.8761|         0.4028|      7.3778|       1.9456|
|GRB130320560| 340.992|    1.619|5.7803e-05|   1.1794e-06|   162.9480|         0.8575|    176.2850|       5.9230|
|GRB130324042|  56.320|    2.862|2.0614e-06|   3.0496e-08|     1.2553|         0.1745|      3.4144|       1.3482|
|GRB130325005|   0.640|    0.453|5.6564e-08|   1.3883e-08|     0.8620|         0.1718|      6.1340|       1.0356|
|GRB130325203|   6.912|    0.724|7.4368e-06|   2.9360e-08|    12.6973|         0.2648|     15.2898|       1.1284|
|GRB130327350|  31.233|    0.724|5.1995e-05|   8.0581e-08|    12.5889|         0.3229|     16.7695|       1.3095|
|GRB130331566|  13.824|    1.379|9.3307e-06|   5.0478e-08|    14.6886|         0.4660|     17.7641|       2.0949|
|GRB130403866|  22.784|    5.838|1.0943e-06|   6.9345e-08|     1.2961|         0.2096|      4.6324|       2.4005|
|GRB130404428|   3.328|    1.493|8.4254e-07|   4.4490e-08|     4.0727|         0.2616|      7.0166|       1.0815|
|GRB130404840|  34.561|    2.573|8.3550e-06|   5.9542e-08|    11.2429|         0.3709|     14.6120|       1.6677|
|GRB130404877|   0.960|    1.729|2.2021e-07|   5.6106e-08|     1.2181|         0.1892|      4.0935|       1.0511|
|GRB130406288|   7.936|    1.305|2.9240e-06|   5.1357e-08|    12.8448|         0.3636|     20.0071|       1.6037|
|GRB130406334|  88.832|    3.444|3.2110e-06|   1.0552e-07|     3.6478|         0.3394|      7.4560|       1.6522|
|GRB130406354|   2.560|    1.619|2.9755e-07|   2.9033e-08|     1.3433|         0.1522|      3.4541|       1.1730|
|GRB130407800|  32.000|    9.137|1.7462e-06|   4.9528e-08|     1.5779|         0.1831|      2.7554|       0.8744|
|GRB130408653|   9.216|    3.665|2.0522e-06|   4.8250e-08|     5.7564|         0.3691|      8.2417|       1.6554|
|GRB130409960|  26.112|    1.056|7.8707e-06|   5.1871e-08|     8.7345|         0.2982|     10.5559|       1.3302|
|GRB130416690|   3.072|    2.429|2.8071e-07|   1.6213e-08|     1.5103|         0.1728|      3.2180|       0.8307|
|GRB130416770|   0.192|    0.425|9.3854e-07|   1.7924e-08|     3.1965|         0.2433|     23.5942|       1.4287|
|GRB130418844| 169.472|    2.560|5.9823e-06|   3.3945e-08|     4.7135|         0.2813|      8.2745|       1.3484|
|GRB130420313| 104.962|    8.809|1.1593e-05|   2.4326e-07|     5.4091|         0.4576|      9.2803|       2.1133|
|GRB130420343|  38.913|    2.111|8.9181e-06|   6.0589e-08|     7.5991|         0.2490|     10.5233|       1.2543|
|GRB130420422|  27.328|    5.101|3.7707e-06|   4.5941e-08|     5.3840|         0.3710|      8.8678|       1.8961|
|GRB130420539|  13.824|    5.278|1.5971e-06|   5.7693e-08|     2.4037|         0.2051|      3.8994|       1.1848|
|GRB130425327|  62.209|    1.145|4.1678e-05|   1.5891e-07|    23.7205|         1.1432|     29.0941|       4.8012|
|GRB130427324| 138.242|    3.238|2.4620e-03|   1.2380e-06|  1051.8600|         2.2150|   1259.2200|      10.5135|
|GRB130502327|  24.320|    0.362|1.0496e-04|   6.4268e-08|    45.8130|         0.4929|     81.8497|       2.5132|
|GRB130502743|   3.328|    2.064|6.2671e-07|   3.4665e-08|     3.9804|         0.3237|      6.5983|       1.4365|
|GRB130503214|   0.880|    0.910|3.8581e-08|   8.8838e-09|     0.4019|         0.1253|      5.2646|       1.0458|
|GRB130504314|   0.384|    0.181|4.8136e-06|   3.3903e-08|    12.4348|         0.3230|     40.4754|       2.2473|
|GRB130504978|  73.217|    2.111|1.2872e-04|   2.3234e-07|    43.2927|         0.5246|     53.4227|       2.1594|
|GRB130505955|  50.241|    8.009|9.8730e-06|   2.8203e-07|     4.0901|         0.2740|      6.6107|       1.3576|
|GRB130507545|  60.160|    5.938|4.2657e-06|   4.6707e-08|     2.6205|         0.2296|      4.6580|       1.0907|
|GRB130509078|  24.320|    3.593|9.0069e-06|   6.0500e-08|    13.2349|         0.3902|     16.9729|       1.7718|
|GRB130509839|  31.488|    2.673|1.5157e-06|   2.0810e-08|     1.2653|         0.2088|      3.6531|       1.4300|
|GRB130510877|  29.440|    4.261|3.2106e-06|   7.1797e-08|     3.7031|         0.3047|      6.0253|       1.4799|
|GRB130514560|  17.408|    3.435|2.2702e-06|   4.5786e-08|     6.4562|         0.4305|      9.2252|       2.0001|
|GRB130515056|   0.256|    0.091|1.0896e-06|   1.5774e-08|     3.7284|         0.3518|     20.6012|       2.3298|
|GRB130515430|  20.480|    5.120|1.0078e-06|   4.3155e-08|     1.3711|         0.2435|      4.5994|       1.7571|
|GRB130515755|   2.560|    0.572|6.8027e-07|   2.2753e-08|     4.2423|         0.2632|      5.5534|       1.2145|
|GRB130517781|  33.280|    1.280|1.9705e-05|   7.8559e-08|     9.4143|         0.3440|     11.8918|       1.5403|
|GRB130518551|   4.096|    2.573|3.7280e-06|   4.9140e-08|     7.3866|         0.2328|     19.8083|       1.0821|
|GRB130518580|  48.577|    0.916|9.4591e-05|   1.5428e-07|    45.3921|         0.4444|     53.9710|       1.8285|
|GRB130522510|  27.904|    3.367|3.9918e-06|   3.3348e-08|     7.0766|         0.2743|     10.5192|       1.4038|
|GRB130523095|  17.920|    1.448|6.0322e-06|   5.7924e-08|    11.0480|         0.4538|     14.4732|       2.0415|
|GRB130523198|   5.376|    0.923|2.7096e-06|   3.0996e-08|     9.4144|         0.3085|     13.4487|       1.3686|
|GRB130527627|  27.776|    1.438|1.0903e-05|   5.7627e-08|     4.4814|         0.2726|      6.9627|       1.3007|
|GRB130528503|  66.304|    6.700|3.3348e-06|   2.4985e-08|     3.0325|         0.2417|      4.5135|       1.2439|
|GRB130528695|  55.553|    1.864|1.1093e-05|   1.2020e-07|     5.6715|         0.2736|      7.5429|       1.3777|
|GRB130530719|  58.621|    1.863|6.3318e-06|   3.9355e-08|     4.5868|         0.2939|      8.7439|       1.5515|
|GRB130604033|  26.880|    0.923|1.7465e-05|   1.3070e-07|    13.2432|         0.3666|     19.9980|       1.6625|
|GRB130606316|  24.128|    0.410|9.3619e-06|   3.9283e-08|    11.4041|         0.3216|     15.3727|       1.3989|
|GRB130606497|  52.225|    0.724|2.0087e-04|   2.0452e-07|    62.1416|         0.5844|     79.3560|       2.5476|
|GRB130609129|   5.376|    1.498|1.0624e-06|   8.2245e-08|     3.2031|         0.2322|      4.3098|       0.9972|
|GRB130609902| 191.491|    2.862|5.4428e-05|   3.3017e-07|    14.3614|         0.4315|     18.6100|       1.8236|
|GRB130610133|  21.760|    1.639|3.5444e-06|   4.5972e-08|     2.8599|         0.2498|      5.2057|       1.5305|
|GRB130611538|  66.816|    6.700|7.4433e-06|   9.9974e-08|     2.0431|         0.2177|      4.0168|       1.2562|
|GRB130612141|   7.424|    6.192|6.8023e-07|   6.2593e-08|     3.5650|         0.1745|      4.3922|       1.1445|
|GRB130612456|  10.240|    0.653|8.3274e-06|   4.0442e-08|    28.0133|         0.4449|     32.6846|       1.8834|
|GRB130614997|   9.280|    1.972|6.7209e-06|   9.6617e-08|    20.6950|         0.4489|     26.0867|       1.8677|
|GRB130615398|  21.760|    6.763|2.7397e-06|   1.5218e-07|     2.8565|         0.3663|      6.0613|       1.8429|
|GRB130617564|   0.768|    0.630|2.4091e-07|   1.8301e-08|     4.1299|         0.4145|      7.5461|       2.1944|
|GRB130620498|  14.592|    4.404|1.1754e-06|   5.5800e-08|     3.3754|         0.2124|      4.4833|       0.9067|
|GRB130622615|   0.960|    0.429|4.3199e-07|   2.7958e-08|     3.2009|         0.2087|      5.6686|       1.0547|
|GRB130623130|  29.440|    0.724|9.4523e-07|   1.8290e-08|     2.6266|         0.2471|      5.0852|       1.1622|
|GRB130623396|  44.544|    3.665|1.0690e-06|   4.8327e-08|     1.1098|         0.1788|      2.9372|       0.8893|
|GRB130623488|  22.272|    0.923|2.4645e-06|   3.0042e-08|     5.2588|         0.2332|      8.3458|       1.2823|
|GRB130623699|   7.680|    2.560|7.0385e-07|   3.6630e-08|     1.7886|         0.2833|      3.5505|       1.4280|
|GRB130623790|  42.241|    1.863|8.6916e-06|   5.4454e-08|    10.3812|         0.4153|     14.0065|       1.8018|
|GRB130624093|  13.824|    5.152|5.1927e-07|   2.0937e-08|     0.9359|         0.1032|      2.6298|       0.9693|
|GRB130626452|   1.728|    0.771|2.3408e-07|   8.3938e-09|     1.4425|         0.2248|      6.1668|       1.0846|
|GRB130626596|  28.160|    0.572|4.8195e-06|   3.2728e-08|     4.4076|         0.2905|      6.9693|       1.2907|
|GRB130627372|  35.840|    1.717|1.5766e-06|   2.4121e-08|     3.0798|         0.2671|      5.1567|       1.3773|
|GRB130628531|  21.504|    1.619|8.8681e-06|   6.0388e-08|    14.5597|         0.3208|     18.5213|       1.3198|
|GRB130628860|   0.512|    0.143|1.0293e-06|   9.7853e-09|     3.4807|         0.2083|     21.2316|       1.5544|
|GRB130630272|  17.152|    0.572|1.6520e-05|   6.9479e-08|    10.3705|         0.4633|     14.0030|       2.0410|
|GRB130701060|  20.224|    1.729|7.1167e-06|   9.8378e-08|    10.4796|         0.4474|     12.6192|       2.2329|
|GRB130701761|   1.600|    0.143|4.9175e-06|   2.6378e-08|     9.3450|         0.2490|     17.4054|       1.2600|
|GRB130702004|  58.881|    6.192|5.7156e-06|   1.2069e-07|     7.0276|         0.8562|     16.5061|       4.6918|
|GRB130702951|  16.384|    4.128|7.5282e-07|   3.9790e-08|     1.4855|         0.1723|      4.6715|       1.7793|
|GRB130704560|   6.400|    0.572|2.4271e-05|   5.4195e-08|    60.7364|         0.6496|     86.1686|       2.8486|
|GRB130705398|   0.128|    0.528|2.1179e-07|   2.3407e-08|     1.0312|         0.1671|      6.1562|       1.0067|
|GRB130706900|   0.128|    1.118|1.8650e-07|   2.1250e-08|     0.7579|         0.1700|      7.4901|       0.9799|
|GRB130707505|  76.545|    3.083|1.0461e-05|   1.0688e-07|     4.7312|         0.4671|      9.2084|       2.6037|
|GRB130708488|  14.077|    3.114|2.5305e-06|   2.6993e-08|     3.5518|         0.2440|      5.8288|       1.2006|
|GRB130715906|  47.873|    1.145|4.1079e-05|   1.7042e-07|     7.7530|         0.3065|     10.0650|       1.2923|
|GRB130716352|  91.136|   10.801|2.9918e-06|   5.6314e-08|     1.3724|         0.2053|      3.9503|       1.3278|
|GRB130716442|   0.768|    0.389|6.4029e-07|   8.8594e-09|     2.0719|         0.1745|      5.7289|       0.8983|
|GRB130717734|  55.296|    3.125|1.8706e-06|   4.6551e-08|     1.8111|         0.2009|      2.9453|       1.1357|
|GRB130720116|  48.640|    3.874|4.2429e-06|   4.8882e-08|     2.5536|         0.1818|      4.1932|       1.3581|
|GRB130720582| 199.172|    5.221|9.9969e-05|   1.5331e-07|    24.9329|         0.4623|     29.5211|       1.9295|
|GRB130722021|  81.408|    5.184|1.4798e-06|   4.6591e-08|     1.1743|         0.1880|      3.4596|       1.1698|
|GRB130722990|   2.304|    1.379|5.9884e-07|   2.5743e-08|     5.4794|         0.2319|      7.1096|       1.2472|
|GRB130723092|   8.192|    2.064|8.7076e-07|   3.0543e-08|     4.4327|         0.2689|      6.3919|       1.2038|
|GRB130725527|   6.656|    0.860|5.1820e-06|   6.1025e-08|     9.8663|         0.2509|     14.9315|       1.0635|
|GRB130727698|  12.992|    0.871|8.1625e-06|   6.3628e-08|    11.1274|         0.5557|     15.8957|       2.6527|
|GRB130730243|  27.904|    1.999|2.1151e-06|   3.5189e-08|     3.9605|         0.2805|      5.2685|       1.3092|
|GRB130802730|   0.064|    0.258|3.2575e-07|   1.5953e-08|     0.6566|         0.1674|      8.8557|       1.2444|
|GRB130803419|   7.616|    1.145|2.8228e-06|   3.5823e-08|     7.0666|         0.3213|      9.6485|       1.4146|
|GRB130804023|   0.960|    0.091|1.6629e-06|   1.5865e-08|     7.4395|         0.2438|     40.6837|       1.7634|
|GRB130808253|   0.256|    0.898|2.2969e-07|   1.7793e-08|     3.5764|         0.3596|     20.7561|       2.2646|
|GRB130811186|  44.801|   10.780|6.3819e-06|   7.8857e-08|     4.3089|         0.2512|      6.4955|       1.2237|
|GRB130813791|  11.264|    1.145|1.2314e-06|   2.1521e-08|     3.1686|         0.2074|      6.3752|       1.1177|
|GRB130815420| 236.292|    0.810|4.5851e-05|   1.0204e-07|     7.9781|         0.3317|     10.7373|       1.4704|
|GRB130815660|  37.889|    1.056|1.1752e-05|   4.7943e-08|    30.6700|         0.4538|     34.5345|       1.9510|
|GRB130816074|  36.864|    6.229|7.9647e-07|   2.7277e-08|     1.9471|         0.1679|      3.2028|       0.9887|
|GRB130818941|  25.344|    3.183|3.5262e-06|   6.8296e-08|     6.2465|         0.3104|      9.9401|       1.5390|
|GRB130819394|  82.689|    4.536|8.6817e-06|   6.9009e-08|     2.6317|         0.2541|      5.5293|       1.1941|
|GRB130821674|  87.041|    1.145|5.6070e-05|   9.1521e-08|    27.8747|         0.3665|     44.1094|       1.6588|
|GRB130828306| 136.962|    0.923|3.8936e-05|   6.0718e-08|     6.6452|         0.3324|     10.4589|       1.4818|
|GRB130828808|   3.904|    0.842|2.7806e-06|   3.0595e-08|     8.8933|         0.2835|     10.9394|       1.3322|
|GRB130829672|   6.656|    1.619|3.6751e-06|   4.9737e-08|    10.3133|         0.4278|     13.7682|       1.9535|
|GRB130830864|  83.968|    7.455|1.8924e-06|   4.8054e-08|     1.4040|         0.2156|      3.3398|       1.0570|
|GRB130830921|  36.352|    1.717|1.4411e-06|   3.4975e-08|     2.2656|         0.3069|      4.9107|       1.4708|
|GRB130831058|  24.832|    0.810|2.1300e-06|   2.4717e-08|     2.0462|         0.1948|      3.6871|       0.9055|
|GRB130903033|  68.608|    7.241|2.5187e-06|   5.7794e-08|     1.3440|         0.2218|      3.9520|       0.9972|
|GRB130905377|  21.248|    1.305|4.4426e-06|   8.1592e-08|     2.5976|         0.1780|      4.9950|       1.3029|
|GRB130906222|  11.264|    7.209|6.2735e-07|   3.0050e-08|     1.6769|         0.2003|      3.6763|       0.9012|
|GRB130906435|   8.192|    2.769|8.2427e-07|   3.5082e-08|     2.0980|         0.1974|      3.3034|       1.0086|
|GRB130907760|   3.136|    2.691|2.6084e-07|   2.8261e-08|     1.8413|         0.1928|      3.3683|       0.8408|
|GRB130908677|  66.048|   30.551|2.9241e-06|   1.5084e-07|     1.1687|         0.2051|      3.3464|       1.2403|
